order	sequence	thai	phonetic	description	short-description	set	level
584	8	มีพี่สาว(หนึ่ง)คน mii pîi-sǎao	nʉ̀ng	kon I have (one) older sister. 	kon I have (one) older sister.		
585	9	มีน้องชาย(สอง)คน mii nɔ́ɔng-chaai	sɔ̌ɔng	kon I have (two) younger brothers. 	kon I have (two) younger broth		
586	10	ตอนฉันอายุ(เจ็ด)ขวบ... dtɔɔn chǎn aa-yú	jèt	kùap When I was (seven) years old...  Note: For ages over 10, use ปี (bpii) instead of ขวบ (kùap).  	kùap When I was (seven) years 		
587	11	เขายังเด็ก	kǎo yang dèk	He's still young. / He's just a kid.  	He's still young. / He's just 		
588	12	เรียนสาขาอะไร	rian sǎa-kǎa à-rai	What's your major? / What field are you studying?  	What's your major? / What fiel		
589	13	ฉันชอบอยู่คนเดียว	chǎn chɔ̂ɔp yùu kon-diao	I like being alone.  	I like being alone.  		
590	14	หวัดดี INFORMAL	wàt-dii	Hi.  	Hi.  		
591	15	ขอเดา(นะ) kɔ̌ɔ dao	ná	Let me guess.  	Let me guess.  		
592	16	เดาไม่ถูก	dao-mâi-tùuk	(I) can't guess. / It's unpredictable.  	(I) can't guess. / It's unpred		
593	17	(มัน)เข้าใจยาก	man	kâo-jai yâak  It's hard to understand.  	kâo-jai yâak  It's hard to und		
594	18	(มัน)เข้าใจง่าย	man	kâo-jai ngâai  It's easy to understand.  	kâo-jai ngâai  It's easy to un		
595	19	ราคาเท่าไหร่(ครับ) raa-kaa tâo-rài	kráp	How much is it? / How much is this?  	How much is it? / How much is 		
596	20	...ไปทางไหนครับ/คะ	...bpai taang-nǎi kráp/ká	Which way is...? / How do I get to...? 	Which way is...? / How do I ge		
597	1	ทำไมถึงชอบ(...) tam-mai tʉ̌ng chɔ̂ɔp	...	Why do you like (it/him, etc.)?  	Why do you like (it/him, etc.)	Super Useful Short Expressions, Part 31  	low-intermediate level
598	2	ไม่ค่อยสนใจเรื่อง(ประวัติศาสตร์) mâi-kɔ̂i sǒn-jai rʉ̌ang	bprà-wàt-dtì-sàat	I'm not (so) interesting in (history).  	I'm not (so) interesting in (h		
599	3	ไม่ดีเท่าไหร่	mâi-dii tâo-rài	(It's) not so good. 	(It's) not so good. 		
600	4	ไม่ไกลจาก(โรงแรม) mâi-glai jàak	roong-rɛɛm	(It's) not far from (the hotel). 	(It's) not far from (the hotel		
601	5	ใครจะ(มา)สนใจ INFORMAL krai jà	maa	sǒn-jai Who cares? / Who would be interested?  Note: This expression is rather strong.  	sǒn-jai Who cares? / Who would		
602	6	มันเกี่ยวกับอะไร	man gìao-gàp à-rai	What's it about? (movie, book, etc.)  	What's it about? (movie, book,		
603	7	ฉันยังสงสัยว่าทำไม	chǎn yang sǒng-sǎi wâa tam-mai	I still wonder why. 	I still wonder why. 		
604	8	ค่อนข้างเยอะ	kɔ̂n-kâang yə́	(There's) quite a few/pretty much/quite a lot.  	(There's) quite a few/pretty m		
605	9	ช่างมัน(เถอะ) châng-man	tə̀	(Just) forget it. / So be it. / Never mind. / To hell with it.  	(Just) forget it. / So be it. 		
606	10	(แล้ว)ผลเป็นยังไง INFORMAL	lɛ́ɛo	pǒn bpen-yang-ngai What was the result? / How did it turn out? Note: More formal would be เป็นอย่างไร (bpen-yàang-rai).  11) ไม่รู้ว่าเขาไปไหน (mâi-rúu wâa kǎo bpai nǎi) I don't know where he went. 	pǒn bpen-yang-ngai What was th		
607	12	ไม่มีใครบอกได้ว่า...	mâi mii krai bɔ̀ɔk dâi wâa...	No one can tell... / No one can say...  	No one can tell... / No one ca		
608	13	...ถ้าจำเป็น...	...tâa jam-bpen...	If necessary... / ...if needed. / If (I) have to...  	If necessary... / ...if needed		
609	14	ยังไม่ได้ไป	yang mâi-dâi bpai	(He) hasn't been there yet. / (He) hasn't left/gone.  	(He) hasn't been there yet. / 		
610	15	เป็นยังไงบ้าง INFORMAL	bpen yang-ngai bâang	How are things going? / How is it? / How is she?  	How are things going? / How is		
611	16	เป็น(หนังสือ)ที่ขายดีที่สุด bpen	nǎng-sʉ̌ʉ	tîi kǎai dii-tîi-sùt It was a bestseller. / It was the bestselling (book).  	tîi kǎai dii-tîi-sùt It was a 		
612	17	คนให้เข้ากัน	kon hâi-kâo-gan	Mix/blend/scramble them together. 	Mix/blend/scramble them togeth		
613	18	ปรุงด้วย(ซีอิ๊วขาว) bprung dûai	sii-íu-kǎao	Season with (light soy sauce). 	Season with (light soy sauce).		
614	19	ห้ามสูบบุหรี่	hâam sùup-bù-rìi	No smoking (allowed).  	No smoking (allowed).  		
615	20	เชื่อเถอะ	chʉ̂a-tə̀	Trust me. / Believe me.  	Trust me. / Believe me.  		
616	1	อยู่ดีๆ...	yùu-dii-dii...	All of the sudden... / Suddenly... / Unexpectedly... / Then out of nowhere...  	All of the sudden... / Suddenl	Super Useful Short Expressions, Part 32  	high-intermediate level
617	2	ซึ่งแปลว่า...	sʉ̂ng bplɛɛ-wâa...	Which means...  	Which means...  		
618	3	อย่างไรก็ตาม... FORMAL	yàang-rai-gɔ̂ɔ-dtaam	However... / Nevertheless... 	However... / Nevertheless... 		
619	4	ดังนั้น... SEMI-FORMAL	dang-nán	Therefore... / So...  	Therefore... / So...  		
620	5	เรียกง่ายๆ(ว่า)... rîak ngâai-ngâai	wâa	...for short / Also called... / Otherwise known as...  	...for short / Also called... / Otherwise known as...  		
621	6	ไม่มีหลักฐานอะไร(เลย) mâi-mii làk-tǎan à-rai	ləəi	There's no proof/evidence (at all).  	There's no proof/evidence (at 		
622	7	ซ้ำร้าย...	sám-ráai...	(And) worse (yet)... / Moreover... / In addition...  Note: This carries a negative meaning and isn't the same as a neutral  'moreover'.  	(And) worse (yet)... / Moreove		
623	8	ขึ้นต้นด้วย	P	kʉ̂n-dtôn-dûai (P)  It starts/begins with (the letter P).  	kʉ̂n-dtôn-dûai (P)  It starts/		
624	9	แต่มีข้อแม้(ว่า...) dtɛ̀ɛ mii kɔ̂ɔ-mɛ́ɛ	wâa...	But under one condition(...) / But there's one stipulation.  	But under one condition(...) /		
625	10	เป็นสัญลักษณ์ของ...	bpen sǎn-yá-lák kɔ̌ɔng...	It's a symbol of... / It symbolizes... / It's a sign of...  	It's a symbol of... / It symbo		
626	11	เขาได้รับแรงบันดาลใจจาก(แม่ชีเทเรซ่า)	kǎo dâi-ráp rɛɛng-ban-daan-jai  jàak (mɛ̂ɛ-chii tee-ree-sâa	)  She was inspired by (Mother Teresa). 	)  She was inspired by (Mother		
627	12	ไม่มีทางรักษา	mâi-mii taang rák-sǎa	There's no cure. / It's not treatable.  	There's no cure. / It's not tr		
628	13	มีไม่กี่คน(ที่)... SEMI-LITERARY mii-mâi-gìi kon	tîi	... Not many... / Few people... / There are (very) few who...  	... Not many... / Few people..		
629	14	(มัน)นานมาแล้ว(...) SEMI-LITERARY	man	naan-maa-lɛ́ɛo(...) (It) (was) a long time ago. / Long ago...  	naan-maa-lɛ́ɛo(...) (It) (was)		
630	15	ยิ่งไปกว่านั้น... SEMI-LITERARY	yîng-bpai-gwàa-nán...	Moreover... / In addition... / Besides... / Also...  	Moreover... / In addition... /		
631	16	...อีกด้วย	...ìik-dûai	...also/as well/too  	...also/as well/too  		
632	17	ไม่เห็นจะยาก	mâi hěn jà yâak	It's not so hard. / It can't be that hard, can it?  	It's not so hard. / It can't b		
633	18	เพิ่มสีสันให้(กับ)(ชีวิต) SEMI-LITERARY pə̂əm sǐi-sǎn hâi	gàp	(chii-wít) Add some color to (your life). / Brighten/spice up (your life).  	(chii-wít) Add some color to (		
634	19	ปฏิเสธไม่ได้ว่า...	bpà-dtì-sèet mâi-dâi wâa...	I can't deny... / You can't deny...  	I can't deny... / You can't de		
635	20	โดยส่วนตัว(ฉันไม่เห็นด้วย) dooi-sùan-dtua	chǎn mâi-hěn-dûai	Personally, (I don't agree).  	Personally, (I don't agree).  		
636	1	ไม่เป็นไร	mâi-bpen-rai	It's okay. / It's fine. / It's no problem. / It's all right. / You're welcome. / Never mind.  2) สบายดี (sa-baai-dii) I'm fine. / I'm good. / Fine. / Good. 	It's okay. / It's fine. / It's	Super Useful Short Expressions, Part 33  	high-beginner level
637	3	คุณล่ะ(คะ) kun lâ	ká	And you? / How about you?  	And you? / How about you?  		
638	4	นี่ของคุณ	nîi kɔ̌ɔng kun	This is yours.  	This is yours.  		
639	5	นี่ของคุณใช่ไหม	nîi kɔ̌ɔng kun châi mǎi	Is this yours? / This is yours, right?  	Is this yours? / This is yours		
640	6	คุณครับ... / คุณคะ... FORMAL	kun kráp.../ kun ká...	Excuse me (sir/madam)... / Sir? / Madam? (used to call attention to a stranger).  	Excuse me (sir/madam)... / Sir		
641	7	ทำไม่ได้(ครับ) tam mâi-dâi	kráp	(I) can't (do it). / It can't be done.  	(I) can't (do it). / It can't 		
642	8	คุณจะแนะน(คอร์ส)ไหน(คะ) kun jà nɛ́-nam	kɔ́ɔt	nǎi (ká) Which (course) do you recommend?  	nǎi (ká) Which (course) do you		
643	9	มันไม่เหมือนกัน	man mâi mʉ̌an-gan	It's not the same. / It's different. 	It's not the same. / It's diff		
644	10	...บ่อยแค่ไหน	...bɔ̀i kɛ̂ɛ-nǎi	How often...?  	How often...?  		
645	11	ยินดีต้อนรับค่ะ	yin-dii dtɔɔn-ráp kà	Welcome.  	Welcome.  		
646	12	หิวไหม	hǐu-mǎi	Are you hungry?  	Are you hungry?  		
647	13	นี่สำคัญ(มาก) nîi sǎm-kan	mâak	It's (very) important. / This is (very) important.  	It's (very) important. / This 		
648	14	ผมมีปัญหานิดหน่อย	pǒm mii bpan-hǎa nít-nɔ̀i	I have a bit of a problem. 	I have a bit of a problem. 		
649	15	ฉันรู้สึกไม่ดี	chǎn rúu-sʉ̀k mâi-dii	I have bad feelings (about that). / I feel bad.  	I have bad feelings (about tha		
650	16	อย่าขยับ INFORMAL	yàa kà-yàp	Don't move!  	Don't move!  		
651	17	ไม่ค่อยชอบ	mâi kɔ̀i chɔ̂ɔp	(I) don't like it so much. / (I) don't really like it.  	(I) don't like it so much. / (		
652	18	ฉันชินแล้ว	pǒm chin lɛ́ɛo	I'm used to it.  	I'm used to it.  		
653	19	ฝนตกหนัก	fǒn-dtòk nàk	It's raining hard.  	It's raining hard.  		
